slot_index,screenshot_filename,screenshot_index,slot_position,is_final_screenshot,aligned_entry_index,entry_id,card_name,count,card_type,type,hp,stage,is_ex,variant,confidence_score,confidence_tier,evidence,warnings
148,IMG_1572.jpg,17,r2c2,False,148,grimer,Grimer,3,Pokemon,Darkness,80,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
149,IMG_1572.jpg,17,r2c3,False,149,trubbish,Trubbish,1,Pokemon,Darkness,70,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
150,IMG_1572.jpg,17,r3c1,False,150,zorua,Zorua,2,Pokemon,Darkness,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
151,IMG_1572.jpg,17,r3c2,False,151,seviper,Seviper,3,Pokemon,Darkness,70,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
152,IMG_1572.jpg,17,r3c3,False,152,scraggy,Scraggy,1,Pokemon,Darkness,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
153,IMG_1573.jpg,18,r1c1,False,153,koffing,Koffing,2,Pokemon,Darkness,70,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
154,IMG_1573.jpg,18,r1c2,False,154,qwilfish,Qwilfish,1,Pokemon,Darkness,80,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
155,IMG_1573.jpg,18,r1c3,False,155,genesect,Genesect,1,Pokemon,Metal,110,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
156,IMG_1573.jpg,18,r2c1,False,156,magearna,Magearna,1,Pokemon,Metal,90,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
157,IMG_1573.jpg,18,r2c2,False,157,meltan,Meltan,2,Pokemon,Metal,60,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
158,IMG_1573.jpg,18,r2c3,False,158,steelix,Steelix,3,Pokemon,Metal,150,Stage 1,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
159,IMG_1573.jpg,18,r3c1,False,159,probopass,Probopass,1,Pokemon,Metal,130,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
160,IMG_1573.jpg,18,r3c2,False,160,doublade,Doublade,1,Pokemon,Metal,90,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
161,IMG_1573.jpg,18,r3c3,False,161,bronzong,Bronzong,1,Pokemon,Metal,120,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
162,IMG_1574.jpg,19,r1c1,False,162,bisharp,Bisharp,1,Pokemon,Metal,90,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
163,IMG_1574.jpg,19,r1c2,False,163,bronzor,Bronzor,2,Pokemon,Metal,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
164,IMG_1574.jpg,19,r1c3,False,164,pawniard,Pawniard,1,Pokemon,Metal,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
165,IMG_1574.jpg,19,r2c1,False,165,mawile,Mawile,1,Pokemon,Metal,80,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
166,IMG_1574.jpg,19,r2c2,False,166,varoom,Varoom,1,Pokemon,Metal,70,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
167,IMG_1574.jpg,19,r2c3,False,167,vibrava,Vibrava,1,Pokemon,Dragon,90,Stage 1,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
168,IMG_1574.jpg,19,r3c1,False,168,dratini,Dratini,1,Pokemon,Dragon,70,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
169,IMG_1574.jpg,19,r3c2,False,169,stoutland,Stoutland,1,Pokemon,Colorless,150,Stage 2,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
170,IMG_1574.jpg,19,r3c3,False,170,herdier,Herdier,3,Pokemon,Colorless,90,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
171,IMG_1575.jpg,20,r1c1,False,171,lillipup,Lillipup,3,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
172,IMG_1575.jpg,20,r1c2,False,172,dodrio,Dodrio,1,Pokemon,Colorless,80,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
173,IMG_1575.jpg,20,r1c3,False,173,corvisquire,Corvisquire,1,Pokemon,Colorless,80,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
174,IMG_1575.jpg,20,r2c1,False,174,corviknight_ex,Corviknight ex,1,Pokemon,Colorless,180,Stage 2,True,,0.7,low,sequential_order_alignment,no_ocr_name_verification
175,IMG_1575.jpg,20,r2c2,False,175,porygon2,Porygon2,1,Pokemon,Colorless,90,Stage 1,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
176,IMG_1575.jpg,20,r2c3,False,176,porygon,Porygon,3,Pokemon,Colorless,60,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
177,IMG_1575.jpg,20,r3c1,False,177,staraptor,Staraptor,5,Pokemon,Colorless,140,Stage 2,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
178,IMG_1575.jpg,20,r3c2,False,178,staravia,Staravia,1,Pokemon,Colorless,80,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
179,IMG_1575.jpg,20,r3c3,False,179,starly,Starly,2,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
180,IMG_1576.jpg,21,r1c1,False,180,bouffalant,Bouffalant,2,Pokemon,Colorless,100,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
181,IMG_1576.jpg,21,r1c2,False,181,furfrou,Furfrou,1,Pokemon,Colorless,70,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
182,IMG_1576.jpg,21,r1c3,False,182,ditto,Ditto,1,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
183,IMG_1576.jpg,21,r2c1,False,183,ursaring,Ursaring,1,Pokemon,Colorless,110,Stage 1,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
184,IMG_1576.jpg,21,r2c2,False,184,audino,Audino,1,Pokemon,Colorless,80,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
185,IMG_1576.jpg,21,r2c3,False,185,chansey,Chansey,1,Pokemon,Colorless,100,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
186,IMG_1576.jpg,21,r3c1,False,186,dubwool,Dubwool,1,Pokemon,Colorless,120,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
187,IMG_1576.jpg,21,r3c2,False,187,cinccino,Cinccino,2,Pokemon,Colorless,90,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
188,IMG_1576.jpg,21,r3c3,False,188,minccino,Minccino,4,Pokemon,Colorless,50,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
189,IMG_1577.jpg,22,r1c1,False,189,watchog,Watchog,2,Pokemon,Colorless,90,Stage 1,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
190,IMG_1577.jpg,22,r1c2,False,190,eevee,Eevee,1,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
191,IMG_1577.jpg,22,r1c3,False,191,castform,Castform,2,Pokemon,Colorless,70,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
192,IMG_1577.jpg,22,r2c1,False,192,raticate,Raticate,1,Pokemon,Colorless,80,Stage 1,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
193,IMG_1577.jpg,22,r2c2,False,193,rattata,Rattata,2,Pokemon,Colorless,40,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
194,IMG_1577.jpg,22,r2c3,False,194,jigglypuff,Jigglypuff,1,Pokemon,Colorless,60,Basic,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
195,IMG_1577.jpg,22,r3c1,False,195,farfetch_d,Farfetch'd,1,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
196,IMG_1577.jpg,22,r3c2,False,196,buneary,Buneary,2,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
197,IMG_1577.jpg,22,r3c3,False,197,pidgey,Pidgey,2,Pokemon,Colorless,60,Basic,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
198,IMG_1578.jpg,23,r1c1,False,198,quick_grow_extract,Quick-Grow Extract,4,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
199,IMG_1578.jpg,23,r1c2,False,199,flame_patch,Flame Patch,2,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
200,IMG_1578.jpg,23,r1c3,False,200,rare_candy,Rare Candy,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
201,IMG_1578.jpg,23,r2c1,False,201,field_blower,Field Blower,1,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
202,IMG_1578.jpg,23,r2c2,False,202,giant_cape,Giant Cape,2,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
203,IMG_1578.jpg,23,r2c3,False,203,clemont_s_backpack,Clemont's Backpack,1,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
204,IMG_1578.jpg,23,r3c1,False,204,red_card,Red Card,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
205,IMG_1578.jpg,23,r3c2,False,205,potion,Potion,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
206,IMG_1578.jpg,23,r3c3,False,206,x_speed,X Speed,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
207,IMG_1579.jpg,24,r1c1,False,207,hand_scope,Hand Scope,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
208,IMG_1579.jpg,24,r1c2,False,208,pok_dex,Pokédex,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
209,IMG_1579.jpg,24,r1c3,False,209,pok_ball,Poké Ball,4,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
210,IMG_1579.jpg,24,r2c1,False,210,clemont,Clemont,2,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
211,IMG_1579.jpg,24,r2c2,False,211,serena,Serena,1,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
212,IMG_1579.jpg,24,r2c3,False,212,giovanni,Giovanni,1,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
213,IMG_1579.jpg,24,r3c1,False,213,sabrina,Sabrina,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
214,IMG_1579.jpg,24,r3c2,False,214,leaf,Leaf,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
215,IMG_1579.jpg,24,r3c3,False,215,cyrus,Cyrus,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
216,IMG_1580.jpg,25,r1c1,False,216,korrina,Korrina,2,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
217,IMG_1580.jpg,25,r1c2,False,217,cheren,Cheren,2,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
218,IMG_1580.jpg,25,r1c3,False,218,may,May,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
219,IMG_1580.jpg,25,r2c1,False,219,copycat,Copycat,2,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
220,IMG_1580.jpg,25,r2c2,False,220,lillie,Lillie,1,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
221,IMG_1580.jpg,25,r2c3,False,221,professor_s_research,Professor's Research,4,Trainer,,,,False,,0.7,low,sequential_order_alignment,no_ocr_name_verification
222,IMG_1580.jpg,25,r3c1,False,222,starting_plains,Starting Plains,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
223,IMG_1580.jpg,25,r3c2,False,223,arena_of_antiquity,Arena of Antiquity,1,Trainer,,,,False,,0.62,low,sequential_order_alignment; boundary_row_penalty,no_ocr_name_verification
224,IMG_1580.jpg,25,r3c3,False,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
225,IMG_1581.jpg,26,r1c1,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
226,IMG_1581.jpg,26,r1c2,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
227,IMG_1581.jpg,26,r1c3,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
228,IMG_1581.jpg,26,r2c1,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
229,IMG_1581.jpg,26,r2c2,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
230,IMG_1581.jpg,26,r2c3,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
231,IMG_1581.jpg,26,r3c1,True,,,,,,,,,,,0.0,unresolved,surplus_slot_no_entry_match,surplus_slot
