entry_id,name,count,type,card_type,stage,hp,is_ex,attack,variant,trainer_subtype,match_status,match_confidence,candidate_count,unique_packs,unique_expansions,candidate_summary,recommended_resolution
makuhita,Makuhita,1,Fighting,Pokemon,0,80,False,Strength 40,,,ambiguous_cross_set,low,3,Crimson Blaze | Mega Blaziken,Crimson Blaze | Mega Rising,B1/126 Mega Rising (Mega Blaziken) [one_diamond]; B1/240 Mega Rising (Mega Blaziken) [one_star]; B1a/39 Crimson Blaze (Crimson Blaze) [one_diamond],needs_card_number
hitmonchan,Hitmonchan,1,Fighting,Pokemon,0,80,False,Jab 30,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/219 Fantastical Parade (Fantastical Parade) [one_star],no_action_needed
mienfoo_pound_art,Mienfoo,2,Fighting,Pokemon,0,60,False,Pound 20,Pound art,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/43 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
mienfoo_chop_art,Mienfoo,1,Fighting,Pokemon,0,50,False,Chop 30,Chop art,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/43 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
mienshao_spiral_kick_art,Mienshao,1,Fighting,Pokemon,1,80,False,Spiral Kick 40,Spiral Kick art,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/44 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
mienshao_low_sweep_art,Mienshao,2,Fighting,Pokemon,1,90,False,Low Sweep 50,Low Sweep art,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/44 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
riolu_fighting_fast_art,Riolu,1,Fighting,Pokemon,0,60,False,Fighting Fast 10+,Fighting Fast art,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/79 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/169 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
riolu_fighting_fist_art,Riolu,2,Fighting,Pokemon,0,60,False,Fighting Fist 10+,Fighting Fist art,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/79 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/169 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
sandshrew,Sandshrew,2,Fighting,Pokemon,0,70,False,Scratch 10,,,ambiguous_cross_set,low,4,Crimson Blaze | Fantastical Parade | shared pool,Crimson Blaze | Fantastical Parade | Mega Rising,B1/122 Mega Rising (shared pool) [one_diamond]; B1a/94 Crimson Blaze (Crimson Blaze) [one_star]; B2/77 Fantastical Parade (Fantastical Parade) [one_diamond]; B2/170 Fantastical Parade (Fantastical Parade) [one_star],needs_card_number
cubone,Cubone,2,Fighting,Pokemon,0,60,False,Growl,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/82 Fantastical Parade (Fantastical Parade) [one_diamond],no_action_needed
onix_land_crush_art,Onix,1,Fighting,Pokemon,0,110,False,Land Crush 70,Land Crush art,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/38 Crimson Blaze (Crimson Blaze) [one_diamond]; B3/211 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
onix_dig_art,Onix,2,Fighting,Pokemon,0,100,False,Dig 30,Dig art,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/38 Crimson Blaze (Crimson Blaze) [one_diamond]; B3/211 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
nosepass,Nosepass,6,Fighting,Pokemon,0,70,False,Rising Lunge 10+,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/41 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
sandygast,Sandygast,1,Fighting,Pokemon,0,80,False,Sand Attack 20,,,exact_match,high,1,shared pool,Mega Rising,B1/143 Mega Rising (shared pool) [one_diamond],no_action_needed
palossand,Palossand,1,Fighting,Pokemon,1,140,False,Life Sucker 70,,,exact_match,high,1,shared pool,Mega Rising,B1/144 Mega Rising (shared pool) [two_diamond],no_action_needed
bewear,Bewear,2,Fighting,Pokemon,1,110,False,Triple Smash 50x,,,ambiguous_cross_set,low,2,Mega Blaziken | Pulsing Aura,Mega Rising | Pulsing Aura,B1/142 Mega Rising (Mega Blaziken) [two_diamond]; B3/91 Pulsing Aura (Pulsing Aura) [two_diamond],needs_card_number
sandaconda,Sandaconda,2,Fighting,Pokemon,1,130,False,Super Sand Attack 70,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/96 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
gligar,Gligar,1,Fighting,Pokemon,0,60,False,Lunge 40,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/74 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
trapinch,Trapinch,1,Fighting,Pokemon,0,60,False,Mud-Slap 10,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/76 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
roggenrola,Roggenrola,1,Fighting,Pokemon,0,70,False,Mud-Slap 30,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/85 Fantastical Parade (Fantastical Parade) [one_diamond],no_action_needed
rockruff,Rockruff,1,Fighting,Pokemon,0,60,False,Rock Throw 40,,,exact_match,high,1,Mega Gyarados,Mega Rising,B1/310 Mega Rising (Mega Gyarados) [one_star],no_action_needed
toxicroak,Toxicroak,2,Fighting,Pokemon,1,90,False,Poison Jab 40,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/83 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
croagunk,Croagunk,4,Fighting,Pokemon,0,60,False,Corkscrew Punch 20,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/82 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
meditite,Meditite,1,Fighting,Pokemon,0,60,False,Smack 10,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/83 Fantastical Parade (Fantastical Parade) [one_diamond],no_action_needed
throh,Throh,1,Fighting,Pokemon,0,100,False,Circle Throw 70,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/85 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
sawk,Sawk,2,Fighting,Pokemon,0,90,False,Brick Break 30,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/86 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
dwebble,Dwebble,1,Fighting,Pokemon,0,70,False,Ram 20,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/87 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
stufful,Stufful,1,Fighting,Pokemon,0,70,False,Tackle 30,,,ambiguous_cross_set,low,2,Mega Blaziken | Pulsing Aura,Mega Rising | Pulsing Aura,B1/141 Mega Rising (Mega Blaziken) [one_diamond]; B3/90 Pulsing Aura (Pulsing Aura) [one_diamond],needs_card_number
rolycoly,Rolycoly,3,Fighting,Pokemon,0,80,False,Rolling Tackle 20,,,ambiguous_cross_set,low,2,Mega Gyarados | Pulsing Aura,Mega Rising | Pulsing Aura,B1/145 Mega Rising (Mega Gyarados) [one_diamond]; B3/92 Pulsing Aura (Pulsing Aura) [one_diamond],needs_card_number
silicobra,Silicobra,2,Fighting,Pokemon,0,70,False,Headbutt 30,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/95 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
kubfu,Kubfu,1,Fighting,Pokemon,0,60,False,Training,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/97 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/172 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
zygarde_10_forme,Zygarde 10% Forme,1,Fighting,Pokemon,0,80,False,Bite 30,,,no_match,none,0,,,,needs_reference_expansion
zygarde_50_forme,Zygarde 50% Forme,3,Fighting,Pokemon,0,120,False,Cell Storm 60,,,no_match,none,0,,,,needs_reference_expansion
zygarde_ex,Zygarde ex,1,Fighting,Pokemon,0,170,True,Land Laser 100+,,,no_match,none,0,,,,needs_reference_expansion
krookodile,Krookodile,1,Fighting,Pokemon,2,160,False,Chomp Chomp Bite 90,,,exact_match,high,1,Mega Gyarados,Mega Rising,B1/132 Mega Rising (Mega Gyarados) [three_diamond],no_action_needed
bonsly,Bonsly,1,Fighting,Pokemon,0,30,False,Teary Attack 10,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/78 Pulsing Aura (Pulsing Aura) [three_diamond]; B3/168 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
yveltal,Yveltal,1,Darkness,Pokemon,0,120,False,Evil Crash 90,,,unanimous_pack,medium,2,Fantastical Parade,Fantastical Parade,B2/108 Fantastical Parade (Fantastical Parade) [three_diamond]; B2/175 Fantastical Parade (Fantastical Parade) [one_star],no_action_needed
crobat,Crobat,1,Darkness,Pokemon,2,130,False,Surprise Strike 60+,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/100 Pulsing Aura (Pulsing Aura) [three_diamond]; B3/214 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
golbat,Golbat,1,Darkness,Pokemon,1,80,False,Cutting Wind 40,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/99 Pulsing Aura (Pulsing Aura) [two_diamond]; B3/213 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
zubat,Zubat,1,Darkness,Pokemon,0,50,False,Spin Turn 10,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/98 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/212 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
alolan_persian,Alolan Persian,1,Darkness,Pokemon,1,100,False,Bite 40,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/95 Fantastical Parade (Fantastical Parade) [two_diamond],no_action_needed
garbodor,Garbodor,3,Darkness,Pokemon,2,130,False,Acid Spray 70,,,ambiguous_cross_set,low,2,Crimson Blaze | Mega Shine,Crimson Blaze | Mega Shine,B1a/50 Crimson Blaze (Crimson Blaze) [two_diamond]; B2b/42 Mega Shine (Mega Shine) [one_diamond],needs_card_number
skrelp,Skrelp,1,Darkness,Pokemon,0,60,False,Razor Fin 40,,,ambiguous_cross_set,low,2,Mega Blaziken | Pulsing Aura,Mega Rising | Pulsing Aura,B1/159 Mega Rising (Mega Blaziken) [one_diamond]; B3/218 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
mandibuzz,Mandibuzz,1,Darkness,Pokemon,1,100,False,Blindside 60,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/110 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
vullaby,Vullaby,5,Darkness,Pokemon,0,60,False,Flap 20,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/109 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
malamar,Malamar,1,Darkness,Pokemon,1,100,False,Evolution Jammer 40,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/112 Pulsing Aura (Pulsing Aura) [two_diamond]; B3/175 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
grimer,Grimer,3,Darkness,Pokemon,0,80,False,Sludge Bomb 40,,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/45 Crimson Blaze (Crimson Blaze) [one_diamond]; B3/215 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
trubbish,Trubbish,1,Darkness,Pokemon,0,70,False,Drool 30,,,ambiguous_cross_set,low,3,Crimson Blaze | Mega Shine,Crimson Blaze | Mega Shine,B1a/49 Crimson Blaze (Crimson Blaze) [one_diamond]; B1a/74 Crimson Blaze (Crimson Blaze) [one_star]; B2b/41 Mega Shine (Mega Shine) [one_diamond],needs_card_number
zorua,Zorua,2,Darkness,Pokemon,0,60,False,Ascension,,,ambiguous_cross_set,low,4,Mega Shine | Pulsing Aura,Mega Shine | Pulsing Aura,B2b/43 Mega Shine (Mega Shine) [one_diamond]; B2b/102 Mega Shine (Mega Shine) [one_star]; B3/105 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/174 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
seviper,Seviper,3,Darkness,Pokemon,0,70,False,Poison Jab 20,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/104 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/173 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
scraggy,Scraggy,1,Darkness,Pokemon,0,60,False,Headbutt 20,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/106 Fantastical Parade (Fantastical Parade) [one_diamond],no_action_needed
koffing,Koffing,2,Darkness,Pokemon,0,70,False,Gas Bomb 30,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/101 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
qwilfish,Qwilfish,1,Darkness,Pokemon,0,80,False,Spiny Rush 40+,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/103 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
genesect,Genesect,1,Metal,Pokemon,0,110,False,Metal Blast 10+,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/54 Crimson Blaze (Crimson Blaze) [three_diamond],no_action_needed
magearna,Magearna,1,Metal,Pokemon,0,90,False,Windup Cannon 20+,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/121 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
meltan,Meltan,2,Metal,Pokemon,0,60,False,Stampede 10,,,ambiguous_cross_set,low,3,Mega Gyarados | Pulsing Aura,Mega Rising | Pulsing Aura,B1/173 Mega Rising (Mega Gyarados) [one_diamond]; B3/122 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/177 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
steelix,Steelix,3,Metal,Pokemon,1,150,False,Metal Defender 100,,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/51 Crimson Blaze (Crimson Blaze) [two_diamond]; B3/219 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
probopass,Probopass,1,Metal,Pokemon,1,130,False,Metallic Turbo 40,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/53 Crimson Blaze (Crimson Blaze) [two_diamond],no_action_needed
doublade,Doublade,1,Metal,Pokemon,1,90,False,Dual Blades 40+,,,ambiguous_cross_set,low,2,Fantastical Parade | Mega Blaziken,Fantastical Parade | Mega Rising,B1/171 Mega Rising (Mega Blaziken) [two_diamond]; B2/119 Fantastical Parade (Fantastical Parade) [two_diamond],needs_card_number
bronzong,Bronzong,1,Metal,Pokemon,1,120,False,Psychic Resonance 50+,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/118 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
bisharp,Bisharp,1,Metal,Pokemon,1,90,False,Night Slash 60,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/120 Pulsing Aura (Pulsing Aura) [two_diamond]; B3/176 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
bronzor,Bronzor,2,Metal,Pokemon,0,60,False,Speed Dive 20,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/117 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
pawniard,Pawniard,1,Metal,Pokemon,0,60,False,Cut Up 10,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/119 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
mawile,Mawile,1,Metal,Pokemon,0,80,False,Cavernous Chomp 50,,,exact_match,high,1,Fantastical Parade,Fantastical Parade,B2/112 Fantastical Parade (Fantastical Parade) [one_diamond],no_action_needed
varoom,Varoom,1,Metal,Pokemon,0,70,False,Suffocating Gas 40,,,ambiguous_cross_set,low,2,Mega Shine | Paldean Wonders,Mega Shine | Paldean Wonders,B2a/75 Paldean Wonders (Paldean Wonders) [one_diamond]; B2b/49 Mega Shine (Mega Shine) [one_diamond],needs_card_number
vibrava,Vibrava,1,Dragon,Pokemon,1,90,False,Sand Wind,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/125 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
dratini,Dratini,1,Dragon,Pokemon,0,70,False,Ram 40,,,unanimous_pack,medium,2,Mega Shine,Mega Shine,B2b/51 Mega Shine (Mega Shine) [one_diamond]; B2b/105 Mega Shine (Mega Shine) [one_star],no_action_needed
stoutland,Stoutland,1,Colorless,Pokemon,2,150,False,Fighting Fangs 70+,,,ambiguous_cross_set,low,3,Mega Altaria | Pulsing Aura,Mega Rising | Pulsing Aura,B1/203 Mega Rising (Mega Altaria) [three_diamond]; B1/249 Mega Rising (Mega Altaria) [one_star]; B3/139 Pulsing Aura (Pulsing Aura) [three_diamond],needs_card_number
herdier,Herdier,3,Colorless,Pokemon,1,90,False,Hammer In 50,,,ambiguous_cross_set,low,2,Mega Altaria | Pulsing Aura,Mega Rising | Pulsing Aura,B1/202 Mega Rising (Mega Altaria) [two_diamond]; B3/138 Pulsing Aura (Pulsing Aura) [two_diamond],needs_card_number
lillipup,Lillipup,3,Colorless,Pokemon,0,60,False,Puppy Pile 20x,,,ambiguous_cross_set,low,2,Mega Altaria | Pulsing Aura,Mega Rising | Pulsing Aura,B1/201 Mega Rising (Mega Altaria) [one_diamond]; B3/137 Pulsing Aura (Pulsing Aura) [one_diamond],needs_card_number
dodrio,Dodrio,1,Colorless,Pokemon,1,80,False,Drill Peck 40,,,exact_match,high,1,Mega Blaziken,Mega Rising,B1/315 Mega Rising (Mega Blaziken) [one_star],no_action_needed
corvisquire,Corvisquire,1,Colorless,Pokemon,1,80,False,Joust 30,,,ambiguous_cross_set,low,2,Mega Blaziken | Pulsing Aura,Mega Rising | Pulsing Aura,B1/210 Mega Rising (Mega Blaziken) [two_diamond]; B3/146 Pulsing Aura (Pulsing Aura) [two_diamond],needs_card_number
corviknight_ex,Corviknight ex,1,Colorless,Pokemon,2,180,True,Air Crash 110,,,unanimous_pack,medium,3,Pulsing Aura,Pulsing Aura,B3/124 Pulsing Aura (Pulsing Aura) [four_diamond]; B3/187 Pulsing Aura (Pulsing Aura) [double_star]; B3/200 Pulsing Aura (Pulsing Aura) [double_star],no_action_needed
porygon2,Porygon2,1,Colorless,Pokemon,1,90,False,Speed Attack 40,,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/57 Crimson Blaze (Crimson Blaze) [two_diamond]; B3/223 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
porygon,Porygon,3,Colorless,Pokemon,0,60,False,Stiffen,,,ambiguous_cross_set,low,2,Crimson Blaze | Pulsing Aura,Crimson Blaze | Pulsing Aura,B1a/56 Crimson Blaze (Crimson Blaze) [one_diamond]; B3/222 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
staraptor,Staraptor,5,Colorless,Pokemon,2,140,False,Hurricane Wing 50x,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/61 Crimson Blaze (Crimson Blaze) [two_diamond],no_action_needed
staravia,Staravia,1,Colorless,Pokemon,1,80,False,Quick Attack 30+,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/60 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
starly,Starly,2,Colorless,Pokemon,0,60,False,Call for Family,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/59 Crimson Blaze (Crimson Blaze) [one_diamond],no_action_needed
bouffalant,Bouffalant,2,Colorless,Pokemon,0,100,False,Revenge 40+,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/64 Crimson Blaze (Crimson Blaze) [two_diamond],no_action_needed
furfrou,Furfrou,1,Colorless,Pokemon,0,70,False,Tackle 30,,,ambiguous_cross_set,low,7,Crimson Blaze | Fantastical Parade | Mega Altaria | Mega Blaziken | Mega Gyarados | Mega Shine | Pulsing Aura,Crimson Blaze | Fantastical Parade | Mega Rising | Mega Shine | Pulsing Aura,B1/206 Mega Rising (Mega Blaziken) [two_diamond]; B1/207 Mega Rising (Mega Altaria) [two_diamond]; B1/208 Mega Rising (Mega Gyarados) [two_diamond]; B1a/65 Crimson Blaze (Crimson Blaze) [two_diamond]; B2/141 Fantastical Parade (Fantastical Parade) [two_diamond] … +2 more,needs_card_number
ditto,Ditto,1,Colorless,Pokemon,0,60,False,Copy a Friend,,,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/55 Crimson Blaze (Crimson Blaze) [two_diamond],no_action_needed
ursaring,Ursaring,1,Colorless,Pokemon,1,110,False,Raging Claws 40+,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/132 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
audino,Audino,1,Colorless,Pokemon,0,80,False,Healing Light 40,,,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/140 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
chansey,Chansey,1,Colorless,Pokemon,0,100,False,Bind Wound,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/127 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/220 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
dubwool,Dubwool,1,Colorless,Pokemon,1,120,False,Rolling Tackle 80,,,exact_match,high,1,Mega Altaria,Mega Rising,B1/212 Mega Rising (Mega Altaria) [two_diamond],no_action_needed
cinccino,Cinccino,2,Colorless,Pokemon,1,90,False,Knock Away 30+,,,ambiguous_cross_set,low,3,Mega Shine | Pulsing Aura,Mega Shine | Pulsing Aura,B2b/63 Mega Shine (Mega Shine) [one_diamond]; B3/143 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/179 Pulsing Aura (Pulsing Aura) [one_star],needs_card_number
minccino,Minccino,4,Colorless,Pokemon,0,50,False,Fluffy Tail,,,ambiguous_cross_set,low,2,Mega Shine | Pulsing Aura,Mega Shine | Pulsing Aura,B2b/62 Mega Shine (Mega Shine) [one_diamond]; B3/142 Pulsing Aura (Pulsing Aura) [one_diamond],needs_card_number
watchog,Watchog,2,Colorless,Pokemon,1,90,False,Psych Up 30,,,unanimous_pack,medium,2,Pulsing Aura | shared pool,Mega Rising | Pulsing Aura,B1/200 Mega Rising (shared pool) [two_diamond]; B3/136 Pulsing Aura (Pulsing Aura) [one_diamond],no_action_needed
eevee,Eevee,1,Colorless,Pokemon,0,60,False,Jumping Kick,,,ambiguous_cross_set,low,2,Mega Gyarados | Pulsing Aura,Mega Rising | Pulsing Aura,B1/184 Mega Rising (Mega Gyarados) [one_diamond]; B3/129 Pulsing Aura (Pulsing Aura) [one_diamond],needs_card_number
castform,Castform,2,Colorless,Pokemon,0,70,False,Blow Through 20+,,,unanimous_pack,medium,2,Pulsing Aura,Pulsing Aura,B3/133 Pulsing Aura (Pulsing Aura) [one_diamond]; B3/178 Pulsing Aura (Pulsing Aura) [one_star],no_action_needed
raticate,Raticate,1,Colorless,Pokemon,1,80,False,Bite 40,,,unanimous_pack,medium,2,Shining Revelry | shared pool,Genetic Apex | Shining Revelry,A1/190 Genetic Apex (shared pool) [one_diamond]; A2b/59 Shining Revelry (Shining Revelry) [one_diamond],no_action_needed
rattata,Rattata,2,Colorless,Pokemon,0,40,False,Gnaw 20,,,unanimous_pack,medium,2,Shining Revelry | shared pool,Genetic Apex | Shining Revelry,A1/189 Genetic Apex (shared pool) [one_diamond]; A2b/58 Shining Revelry (Shining Revelry) [one_diamond],no_action_needed
jigglypuff,Jigglypuff,1,Colorless,Pokemon,0,60,False,Pound 30,,,exact_match,high,1,Mega Shine,Mega Shine,B2b/58 Mega Shine (Mega Shine) [one_diamond],no_action_needed
farfetch_d,Farfetch'd,1,Colorless,Pokemon,0,60,False,Leek Slap 40,,,ambiguous_cross_set,low,6,Deluxe Pack: ex | Eevee Grove | Secluded Springs | shared pool,Deluxe Pack: ex | Eevee Grove | Genetic Apex | Secluded Springs,A1/198 Genetic Apex (shared pool) [one_diamond]; A3b/102 Eevee Grove (Eevee Grove) [one_star]; A4a/56 Secluded Springs (Secluded Springs) [one_diamond]; A4b/280 Deluxe Pack: ex (Deluxe Pack: ex) [one_diamond]; A4b/281 Deluxe Pack: ex (Deluxe Pack: ex) [one_diamond] … +1 more,needs_card_number
buneary,Buneary,2,Colorless,Pokemon,0,60,False,Double Kick 20x,,,unanimous_pack,medium,2,Crimson Blaze,Crimson Blaze,B1a/62 Crimson Blaze (Crimson Blaze) [one_diamond]; B1a/75 Crimson Blaze (Crimson Blaze) [one_star],no_action_needed
pidgey,Pidgey,2,Colorless,Pokemon,0,60,False,Gust 10,,,exact_match,high,1,shared pool,Mega Rising,B1/180 Mega Rising (shared pool) [one_diamond],no_action_needed
quick_grow_extract,Quick-Grow Extract,4,,Trainer,,,False,,,Item,unanimous_pack,medium,2,Crimson Blaze,Crimson Blaze,B1a/67 Crimson Blaze (Crimson Blaze) [two_diamond]; B1a/103 Crimson Blaze (Crimson Blaze) [None],no_action_needed
flame_patch,Flame Patch,2,,Trainer,,,False,,,Item,unanimous_pack,medium,2,Mega Blaziken | shared pool,Mega Rising,B1/217 Mega Rising (Mega Blaziken) [two_diamond]; B1/331 Mega Rising (shared pool) [None],no_action_needed
rare_candy,Rare Candy,1,,Trainer,,,False,,,Item,unanimous_pack,medium,4,Deluxe Pack: ex | shared pool,Celestial Guardians | Deluxe Pack: ex,A3/144 Celestial Guardians (shared pool) [two_diamond]; A4b/314 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/315 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/379 Deluxe Pack: ex (Deluxe Pack: ex) [None],no_action_needed
field_blower,Field Blower,1,,Trainer,,,False,,,Item,exact_match,high,1,Pulsing Aura,Pulsing Aura,B3/147 Pulsing Aura (Pulsing Aura) [two_diamond],no_action_needed
giant_cape,Giant Cape,2,,Trainer,,,False,,,Pokemon Tool,ambiguous_cross_set,low,3,Deluxe Pack: ex | Dialga,Deluxe Pack: ex | Space-Time Smackdown,A2/147 Space-Time Smackdown (Dialga) [two_diamond]; A4b/320 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond]; A4b/321 Deluxe Pack: ex (Deluxe Pack: ex) [two_diamond],needs_card_number
clemont_s_backpack,Clemont's Backpack,1,,Trainer,,,False,,,Item,exact_match,high,1,Crimson Blaze,Crimson Blaze,B1a/66 Crimson Blaze (Crimson Blaze) [two_diamond],no_action_needed
red_card,Red Card,1,,Trainer,,,False,,,Item,no_match_known_gap,none,0,,,,needs_manual_source_entry
potion,Potion,1,,Trainer,,,False,,,Item,no_match_known_gap,none,0,,,,needs_manual_source_entry
x_speed,X Speed,1,,Trainer,,,False,,,Item,no_match_known_gap,none,0,,,,needs_manual_source_entry
hand_scope,Hand Scope,1,,Trainer,,,False,,,Item,no_match_known_gap,none,0,,,,needs_manual_source_entry
pok_dex,Pokédex,1,,Trainer,,,False,,,Item,no_match_known_gap,none,0,,,,needs_manual_source_entry
pok_ball,Poké Ball,4,,Trainer,,,False,,,Item,exact_match,high,1,Shining Revelry,Shining Revelry,A2b/111 Shining Revelry (Shining Revelry) [None],no_action_needed
clemont,Clemont,2,,Trainer,,,False,,,Supporter,unanimous_pack,medium,2,Crimson Blaze,Crimson Blaze,B1a/68 Crimson Blaze (Crimson Blaze) [two_diamond]; B1a/81 Crimson Blaze (Crimson Blaze) [double_star],no_action_needed
